order_item_id,order_id,product_id,quantity
477,187,7,1
478,188,51,1
479,189,35,4
480,189,32,1
481,190,4,1
482,190,31,2
483,191,9,3
484,192,44,3
485,192,43,5
486,192,6,1
487,193,58,3
488,193,22,1
489,194,38,1
490,195,40,1
491,196,51,2
492,196,58,4
493,197,7,3
494,197,38,3
495,197,40,5
496,197,5,5
497,198,9,1
498,198,30,5
499,198,55,3
500,199,42,5
501,199,7,4
502,200,45,3
503,200,3,4
504,201,43,2
505,201,45,4
506,201,52,4
507,202,33,3
508,202,19,4
509,202,27,2
510,203,43,3
511,203,14,2
512,203,30,2
513,204,3,1
514,204,4,5
515,205,10,1
516,206,9,2
517,206,47,1
518,206,19,3
519,206,45,3
520,207,46,4
521,207,28,4
522,208,60,5
523,209,60,2
524,209,58,4
525,209,42,1
526,210,11,4
527,210,13,3
528,210,5,1
529,211,54,3
530,212,12,4
531,212,30,4
532,212,51,3
533,212,29,2
534,213,48,4
535,213,43,3
536,213,59,5
537,214,1,2
538,214,17,4
539,215,32,3
540,216,3,2
541,216,16,5
542,217,18,2
543,217,47,2
544,217,27,1
545,217,50,1
546,218,46,3
547,218,52,5
548,218,24,3
549,219,7,4
550,220,14,2
551,220,22,5
552,221,34,4
553,221,57,5
554,221,38,5
555,222,28,1
556,222,30,5
557,223,35,4
558,223,3,3
559,223,22,1
560,224,38,1
561,224,31,4
562,224,60,4
563,224,59,5
564,225,60,3
565,225,54,5
566,226,29,3
567,226,20,1
568,227,43,5
569,227,17,4
570,228,1,5
571,228,15,1
572,228,15,4
573,229,26,1
574,229,28,1
575,230,52,3
576,231,2,5
577,231,56,3
578,231,50,5
579,231,43,1
580,232,38,2
581,232,35,5
582,232,19,1
583,232,55,2
584,233,36,3
585,233,12,5
586,233,42,2
587,233,1,4
588,234,22,2
589,235,2,1
590,235,9,3
591,235,11,3
592,235,43,3
593,236,11,4
594,236,14,2
595,236,24,1
596,236,49,3
597,237,35,5
598,237,41,1
599,237,5,2
600,238,55,1
601,239,5,3
602,239,12,1
603,240,22,1
604,240,33,5
605,240,30,5
606,240,8,4
607,241,51,1
608,241,23,1
609,241,23,2
610,242,52,2
611,242,35,3
612,242,47,1
613,242,59,5
614,243,5,2
615,244,22,2
616,244,34,5
617,245,31,3
618,245,2,3
619,246,51,4
620,246,7,5
621,246,50,4
622,246,14,2
623,247,40,4
624,247,50,5
625,248,48,2
626,249,36,4
627,249,25,3
628,249,42,3
629,249,13,1
630,250,29,2
631,251,37,3
632,252,43,3
633,253,27,1
634,253,21,4
635,253,6,2
636,254,39,5
637,255,38,2
638,256,32,5
639,256,36,3
640,256,8,5
641,256,52,1
642,257,16,3
643,257,35,4
644,257,19,1
645,258,4,3
646,259,45,3
647,259,53,4
648,260,18,3
649,260,55,4
650,261,34,3
651,262,32,3
652,263,27,1
653,263,2,3
654,263,21,2
655,264,56,2
656,265,24,1
657,266,17,3
658,267,57,1
659,267,12,5
660,267,14,5
661,268,15,1
662,269,20,5
663,269,49,5
664,269,59,1
665,270,59,5
666,270,43,3
667,270,7,4
668,271,20,4
669,272,43,3
670,273,48,1
671,273,9,1
672,273,7,5
673,274,7,4
674,275,31,3
675,276,35,1
676,276,17,2
677,276,38,5
678,276,58,2
679,277,22,2
680,278,42,5
681,278,45,1
682,279,31,2
683,280,11,5
684,280,16,4
685,281,44,5
686,282,37,2
687,282,32,5
688,282,16,1
689,283,14,5
690,283,43,4
691,283,13,5
692,283,19,3
693,284,26,5
694,284,27,5
695,285,18,2
696,285,40,1
697,285,46,4
698,286,42,5
699,286,32,1
700,286,8,4
701,287,48,3
702,287,45,2
703,288,53,5
704,288,8,2
705,289,46,1
706,289,15,2
707,290,47,1
708,291,9,2
709,291,18,1
710,291,37,1
711,291,42,2
712,292,54,1
713,293,7,3
714,293,14,4
715,293,10,2
716,293,47,1
717,294,21,4
718,294,25,5
719,294,44,3
720,295,43,2
721,295,55,2
722,295,14,4
723,295,23,2
724,296,32,4
725,296,18,4
726,297,17,1
727,298,30,2
728,298,4,1
729,298,48,4
730,298,34,3
731,299,27,1
732,299,57,3
733,300,19,3
734,300,12,4
735,301,31,5
736,302,38,4
737,303,20,2
738,303,29,2
739,303,45,3
740,304,25,3
741,304,11,4
742,304,15,4
743,304,58,2
744,305,50,2
745,306,25,2
746,306,36,5
747,306,42,2
748,306,8,3
749,307,34,3
750,307,45,1
751,307,18,5
752,308,48,4
753,308,2,1
754,308,37,1
755,309,58,3
756,309,17,2
757,310,41,4
758,310,34,1
759,311,2,3
760,311,50,5
761,312,37,3
762,312,1,4
763,312,13,2
764,312,7,3
765,313,17,3
766,313,38,2
767,313,41,4
768,313,43,5
769,314,7,4
770,314,31,5
771,314,13,2
772,315,3,3
773,315,23,4
774,315,49,2
775,316,32,2
776,316,28,5
777,316,2,1
778,317,37,2
779,318,27,1
780,318,14,4
781,319,35,1
782,319,7,5
783,319,29,2
784,319,15,2
785,320,24,1
786,320,3,3
787,321,59,5
788,322,8,3
789,322,42,5
790,322,57,4
791,322,58,2
792,323,22,2
793,324,6,3
794,325,3,4
795,325,45,3
796,326,43,1
797,326,60,4
798,327,51,4
799,327,57,3
800,328,6,5
801,329,60,5
802,329,18,1
803,330,45,3
804,330,60,3
805,330,49,4
806,330,36,2
807,331,48,1
808,332,43,3
809,333,12,2
810,333,15,1
811,334,13,2
812,334,13,2
813,335,30,1
814,335,43,4
815,335,15,5
816,336,3,1
817,336,47,2
818,337,41,3
819,337,54,4
820,337,10,1
821,338,31,4
822,338,1,2
823,339,3,5
824,339,12,4
825,339,7,1
826,340,14,1
827,340,10,4
828,341,28,2
829,342,18,5
830,342,46,5
831,343,57,4
832,343,11,5
833,343,35,5
834,344,29,4
835,344,12,5
836,345,18,3
837,345,17,5
838,345,14,1
839,345,13,4
840,346,25,5
841,346,30,1
842,346,56,5
843,347,51,2
844,348,15,5
845,349,36,4
846,350,59,5
847,350,46,2
848,350,4,5
849,350,12,5
850,351,52,2
851,351,16,1
852,352,16,5
853,353,22,5
854,354,17,3
855,355,36,2
856,355,53,2
857,355,3,4
858,356,55,2
859,356,9,2
860,356,45,1
861,356,34,2
862,357,5,4
863,357,47,5
864,357,6,3
865,357,30,2
866,358,55,3
867,358,2,1
868,358,49,1
869,359,50,1
870,360,6,3
871,361,49,5
872,361,6,1
873,362,31,1
874,362,29,5
875,363,4,5
876,363,2,2
877,363,23,3
878,364,44,1
879,364,51,5
880,364,42,3
881,364,49,3
882,365,11,1
883,365,35,2
884,365,39,5
885,366,19,4
886,366,34,1
887,366,10,2
888,366,53,3
889,367,21,4
890,368,3,5
891,368,28,4
892,368,2,1
893,368,39,1
894,369,43,3
895,370,25,3
896,370,41,3
897,371,24,5
898,372,34,2
899,372,26,4
900,372,37,1
901,373,27,2
902,373,52,3
903,374,21,3
904,374,43,1
905,375,20,2
906,375,51,5
907,375,25,1
908,376,41,4
909,377,27,2
910,378,27,5
911,378,55,5
912,379,40,3
913,379,51,1
914,379,50,5
915,379,50,5
916,380,9,1
917,380,4,3
918,381,60,1
919,382,17,5
920,382,8,5
921,382,59,5
922,382,48,1
923,383,41,3
924,383,55,2
925,383,36,4
926,384,57,2
927,384,34,2
928,384,25,2
929,384,34,1
930,385,18,2
931,385,10,1
932,385,10,4
933,385,40,3
934,386,34,5
935,386,42,3
936,387,20,2
937,387,2,2
938,387,57,4
939,387,49,2
940,388,47,5
941,388,28,2
942,388,7,3
943,389,6,4
944,389,56,1
945,389,53,4
946,390,41,4
947,390,11,3
948,390,49,3
949,391,56,1
950,391,12,4
951,391,51,2
952,392,22,5
953,392,44,2
954,392,19,2
955,393,43,1
956,394,25,3
957,394,27,3
958,394,56,3
959,394,33,5
960,395,50,2
961,396,24,2
962,397,54,3
963,397,22,2
964,398,40,1
965,398,44,3
966,398,3,3
967,398,44,1
968,399,16,2
969,399,59,2
970,399,14,3
971,400,54,5
972,400,17,5
973,401,57,1
974,401,26,2
975,401,52,2
976,402,6,1
977,403,34,4
978,403,47,1
979,403,35,1
980,403,39,2
981,404,38,1
982,404,41,2
983,405,14,2
984,405,26,3
985,405,15,1
986,405,57,4
987,406,47,1
988,407,59,5
989,408,49,3
990,408,25,1
991,408,30,5
992,408,55,4
993,409,1,2
994,410,53,1
995,410,52,1
996,411,22,4
997,412,36,2
998,413,16,4
999,414,31,4
1000,414,17,3
1001,414,53,5
1002,415,47,4
1003,416,57,5
1004,417,26,3
1005,417,40,3
1006,418,57,1
1007,418,5,3
1008,419,52,1
1009,420,7,5
1010,420,19,2
1011,420,15,4
1012,421,22,1
1013,421,38,2
1014,421,49,4
1015,421,13,2
1016,422,14,5
1017,422,39,5
1018,423,5,2
1019,423,29,3
1020,424,22,4
1021,424,5,1
1022,424,17,1
1023,425,9,5
1024,425,35,4
1025,425,48,1
1026,426,41,1
1027,426,50,3
1028,426,16,4
1029,427,28,4
1030,427,51,1
1031,427,34,1
1032,427,8,2
1033,428,50,1
1034,428,3,2
1035,428,56,1
1036,428,34,2
1037,429,25,4
1038,429,57,5
1039,429,6,1
1040,430,10,4
1041,430,5,3
1042,430,48,2
1043,430,7,2
1044,431,17,3
1045,431,23,1
1046,432,33,5
1047,432,12,4
1048,432,37,1
1049,432,32,4
1050,433,49,5
1051,433,42,2
1052,433,40,2
1053,433,34,3
1054,434,48,1
1055,434,8,2
1056,434,20,5
1057,435,51,5
1058,436,50,2
1059,436,22,3
1060,436,16,4
1061,436,56,5
1062,437,27,1
1063,437,14,2
1064,438,40,1
1065,438,4,1
1066,438,43,3
1067,439,45,1
1068,439,39,1
1069,439,33,3
1070,439,37,5
1071,440,52,3
1072,441,37,2
1073,441,60,1
1074,441,46,4
1075,442,38,2
1076,442,26,5
1077,442,46,5
1078,443,50,5
1079,443,37,4
1080,443,56,3
1081,443,54,5
1082,444,6,5
1083,444,19,2
1084,444,35,3
1085,444,38,4
1086,445,10,3
1087,445,37,1
1088,446,2,5
1089,446,57,3
1090,446,37,5
1091,447,12,2
1092,447,7,2
1093,448,19,2
1094,448,50,4
1095,449,37,5
1096,449,4,4
1097,449,40,1
1098,449,36,4
1099,450,26,1
1100,450,30,4
1101,451,42,4
1102,452,48,2
1103,452,20,5
1104,453,34,5
1105,453,15,3
1106,454,42,2
1107,454,58,5
1108,454,9,5
1109,455,54,3
1110,456,58,3
1111,457,57,1
1112,457,10,5
1113,457,40,4
1114,457,22,1
1115,458,26,5
1116,458,49,3
1117,459,28,3
1118,459,6,5
1119,460,37,4
1120,460,23,4
1121,460,41,1
1122,460,60,2
1123,461,36,4
1124,462,7,2
1125,462,50,2
1126,462,52,5
1127,462,21,5
1128,463,60,1
1129,463,17,2
1130,463,50,3
1131,464,35,2
1132,464,16,5
1133,464,51,3
1134,464,55,5
1135,465,41,1
1136,465,55,1
1137,465,54,2
1138,466,49,2
1139,466,1,1
1140,466,43,5
1141,466,28,5
1142,467,59,4
1143,467,5,1
1144,467,8,4
1145,467,33,2
1146,468,6,2
1147,469,53,1
1148,469,4,1
1149,469,25,5
1150,470,40,3
1151,471,19,5
1152,472,55,3
1153,473,30,4
1154,474,56,5
1155,474,13,5
1156,475,42,4
1157,475,41,2
1158,475,4,3
1159,475,15,3
1160,476,2,4
1161,476,29,4
1162,476,39,3
1163,477,11,1
1164,477,46,4
1165,477,57,2
1166,477,47,4
1167,478,43,2
1168,478,39,2
1169,478,23,1
1170,478,36,1
1171,479,47,4
1172,479,60,4
1173,479,60,1
1174,479,11,5
1175,480,50,3
1176,481,26,5
1177,482,5,2
1178,482,13,2
1179,482,30,2
1180,483,60,2
1181,484,23,2
1182,484,13,3
1183,484,59,4
1184,485,30,5
1185,486,30,1
1186,487,55,2
1187,487,44,1
1188,488,39,2
1189,489,25,1
1190,490,49,4
1191,490,16,5
1192,491,9,4
1193,491,32,5
1194,491,37,3
1195,492,8,2
1196,492,14,4
1197,492,5,5
1198,492,19,3
1199,493,38,1
1200,493,47,2
1201,493,56,5
1202,494,4,2
1203,494,56,4
1204,494,19,5
1205,495,53,1
1206,496,18,3
1207,496,4,2
1208,496,29,2
1209,496,44,3
1210,497,26,4
1211,498,60,2
1212,499,48,4
1213,499,43,5
1214,499,11,2
1215,499,5,1
1216,500,41,1
1217,500,57,4
1218,501,7,2
1219,501,17,5
1220,502,11,5
1221,502,35,3
1222,502,48,4
1223,502,51,5
1224,503,15,4
1225,503,56,2
1226,503,56,5
1227,503,16,1
1228,504,35,3
1229,504,27,1
1230,505,15,5
1231,505,49,4
1232,505,48,1
1233,506,51,5
1234,506,35,4
1235,506,26,1
1236,506,30,4
1237,507,26,4
1238,508,58,4
1239,508,34,2
1240,509,24,1
1241,510,35,2
1242,510,6,2
1243,510,12,2
1244,510,41,3
1245,511,44,2
1246,511,6,4
1247,511,44,3
1248,512,50,3
1249,513,60,1
1250,513,44,3
1251,513,26,5
1252,513,10,1
1253,514,5,5
1254,514,9,3
1255,515,30,5
1256,515,3,5
1257,515,38,5
1258,515,50,3
1259,516,28,5
1260,516,39,5
1261,517,51,5
1262,517,56,1
1263,517,11,2
1264,518,55,3
1265,519,39,2
1266,520,47,5
1267,520,46,3
1268,520,33,3
1269,520,42,2
1270,521,57,5
1271,521,22,5
1272,521,33,5
1273,522,42,1
1274,523,23,4
1275,523,41,5
1276,523,33,4
1277,524,45,4
1278,525,23,2
1279,526,58,5
1280,526,26,4
1281,527,31,2
1282,527,35,2
1283,527,2,5
1284,527,29,3
1285,528,50,1
1286,528,40,1
1287,528,47,4
1288,528,32,5
1289,529,25,5
1290,529,10,5
1291,529,37,4
1292,529,33,4
1293,530,54,2
1294,530,21,5
1295,531,32,1
1296,531,51,5
1297,532,44,5
1298,532,1,4
1299,532,42,2
1300,533,24,1
1301,533,45,3
1302,534,43,3
1303,535,25,5
1304,535,22,4
1305,535,37,1
1306,535,2,1
1307,536,18,5
1308,536,12,3
1309,537,18,3
1310,537,12,5
1311,537,26,4
1312,538,13,2
1313,538,23,5
1314,538,19,2
1315,538,41,2
1316,539,44,5
1317,539,48,5
1318,540,51,4
1319,540,54,2
1320,540,56,2
1321,541,22,4
1322,542,17,1
1323,542,44,3
1324,543,35,3
1325,543,47,4
1326,544,59,3
1327,544,25,2
1328,545,26,5
1329,545,15,2
1330,546,34,5
1331,546,51,3
1332,546,7,2
1333,547,36,4
1334,548,24,1
1335,548,42,4
1336,548,34,3
1337,549,55,5
1338,549,21,1
1339,549,40,3
1340,549,49,4
1341,550,53,3
1342,550,15,1
1343,550,13,3
1344,551,57,5
1345,552,60,1
1346,553,39,4
1347,553,11,1
1348,553,13,5
1349,553,54,3
1350,554,18,1
1351,554,6,3
1352,555,26,3
1353,555,6,3
1354,556,30,1
1355,556,21,3
1356,556,13,1
1357,557,47,2
1358,557,24,5
1359,558,53,4
1360,558,31,5
1361,559,16,4
1362,560,55,3
1363,560,3,1
1364,560,40,3
1365,560,55,2
1366,561,19,1
1367,562,50,3
1368,563,30,4
1369,563,40,5
1370,564,45,5
1371,565,36,1
1372,565,39,2
1373,565,49,4
1374,565,1,3
1375,566,9,2
1376,566,55,5
1377,566,34,5
1378,567,26,2
1379,567,57,2
1380,567,60,3
1381,568,27,1
1382,568,21,5
1383,568,33,4
1384,568,51,4
1385,569,18,3
1386,569,56,2
1387,569,9,4
1388,569,46,3
1389,570,48,3
1390,570,35,3
1391,570,47,5
1392,571,24,3
1393,571,51,5
1394,571,19,2
1395,571,33,2
1396,572,40,1
1397,572,6,4
1398,572,22,1
1399,573,60,1
1400,573,57,1
1401,574,10,3
1402,575,41,2
1403,575,38,2
1404,575,5,2
1405,576,42,1
1406,576,52,3
1407,577,5,2
1408,577,1,3
1409,577,22,4
1410,578,34,2
1411,579,36,2
1412,579,44,1
1413,579,19,3
1414,579,19,5
1415,580,25,5
1416,580,40,4
1417,580,10,4
1418,580,55,2
1419,581,29,4
1420,581,47,3
1421,581,42,4
1422,581,10,1
1423,582,24,5
1424,582,48,2
1425,583,19,2
1426,583,5,5
1427,583,14,2
1428,584,48,2
1429,585,54,1
1430,585,9,2
1431,586,57,1
1432,586,41,3
1433,587,4,4
1434,588,57,1
1435,589,27,3
1436,589,32,2
1437,590,46,5
1438,590,30,3
1439,591,35,2
1440,592,26,5
1441,592,46,1
1442,592,43,4
1443,592,12,2
1444,593,31,4
1445,593,21,3
1446,593,48,3
1447,594,31,2
1448,594,25,2
1449,594,56,5
1450,595,21,2
1451,596,33,4
1452,597,58,5
1453,597,16,1
1454,597,26,1
1455,597,36,2
1456,598,8,4
1457,598,12,1
1458,598,30,2
1459,598,13,4
1460,599,60,5
1461,599,42,5
1462,600,54,1
1463,600,21,2
1464,601,10,5
1465,601,37,5
1466,602,48,4
1467,602,57,2
1468,603,47,4
1469,604,43,5
1470,604,5,3
1471,604,16,5
1472,605,16,2
1473,605,21,3
1474,606,51,5
1475,606,55,5
1476,607,21,5
1477,607,20,3
1478,608,8,4
1479,608,47,4
1480,608,48,4
1481,608,15,2
1482,609,19,2
1483,609,2,5
1484,609,22,3
1485,609,56,3
1486,610,40,1
1487,610,12,4
1488,610,39,5
1489,610,29,1
1490,611,37,2
1491,611,29,1
1492,612,4,3
1493,612,16,5
1494,613,49,5
1495,613,59,4
1496,613,47,1
1497,613,14,4
1498,614,9,5
1499,614,36,5
1500,614,16,2
1501,615,2,1
1502,615,9,3
1503,616,47,1
1504,616,36,2
1505,616,12,1
1506,616,57,1
1507,617,49,5
1508,617,32,5
1509,617,52,4
1510,618,23,2
1511,618,45,3
1512,618,43,5
1513,618,23,2
1514,619,41,5
1515,619,26,1
1516,620,13,1
1517,621,20,2
1518,621,60,4
1519,621,42,1
1520,622,8,4
1521,622,5,3
1522,622,54,2
1523,623,56,5
1524,623,58,1
1525,624,50,2
1526,625,50,5
1527,625,48,3
1528,626,6,3
1529,627,31,3
1530,627,42,5
1531,628,4,5
1532,628,53,2
1533,629,37,4
1534,630,6,2
1535,630,44,5
1536,630,32,1
1537,630,39,1
1538,631,26,1
1539,631,41,2
1540,632,8,2
1541,632,11,1
1542,633,27,4
1543,633,49,2
1544,633,4,1
1545,633,39,1
1546,634,8,4
1547,635,7,2
1548,635,59,2
1549,635,3,1
1550,635,40,1
1551,636,9,3
1552,636,43,5
1553,636,49,4
1554,636,60,2
1555,637,60,5
1556,637,48,2
1557,638,19,5
1558,639,28,4
1559,639,22,2
1560,640,43,2
1561,641,42,3
1562,641,50,5
1563,641,7,2
1564,641,49,3
1565,642,7,1
1566,642,19,1
1567,643,41,5
1568,643,9,3
1569,643,56,1
1570,643,37,3
1571,644,10,5
1572,644,19,4
1573,645,2,5
1574,645,13,3
1575,646,47,4
1576,646,54,1
1577,646,52,1
1578,647,46,5
1579,647,39,3
1580,648,50,5
1581,648,32,1
1582,649,15,4
1583,650,10,3
1584,651,28,3
1585,651,36,3
1586,652,25,3
1587,652,49,2
1588,652,14,1
1589,653,5,2
1590,653,2,2
1591,653,31,1
1592,654,8,3
1593,654,40,2
1594,654,31,2
1595,654,36,4
1596,655,4,2
1597,655,39,5
1598,655,4,4
1599,656,28,4
1600,657,27,2
1601,658,9,3
1602,658,34,1
1603,659,21,3
1604,659,56,2
1605,659,53,1
1606,660,45,3
1607,660,3,2
1608,661,8,1
1609,662,59,4
1610,662,32,5
1611,662,59,4
1612,663,28,3
1613,663,40,1
1614,663,24,4
1615,664,24,3
1616,664,28,2
1617,664,16,3
1618,665,54,1
1619,665,9,3
1620,665,30,4
1621,665,1,1
1622,666,36,1
1623,667,52,5
1624,668,3,2
1625,669,52,4
1626,670,7,4
1627,670,26,3
1628,671,32,2
1629,672,34,1
1630,672,35,1
1631,672,34,1
1632,672,52,3
1633,673,7,2
1634,673,38,1
1635,673,56,1
1636,673,22,1
1637,674,6,2
1638,674,33,1
1639,674,27,4
1640,674,7,2
1641,675,30,2
1642,676,6,1
1643,676,53,3
1644,676,24,5
1645,677,32,3
1646,677,13,4
1647,677,12,1
1648,678,2,1
1649,678,37,4
1650,679,23,5
1651,679,56,5
1652,680,29,4
1653,680,46,4
1654,680,39,3
1655,681,2,2
1656,681,8,5
1657,681,1,3
1658,681,13,2
1659,682,11,4
1660,682,60,3
1661,682,54,4
1662,682,57,4
