order_id,customer_id,order_date,status
152,4,2024-06-26,shipped
153,386,2024-09-28,completed
154,299,2024-08-13,completed
155,355,2024-07-31,completed
156,239,2024-07-29,returned
157,258,2024-12-29,returned
158,61,2024-09-10,completed
159,113,2024-10-27,shipped
160,383,2024-11-02,returned
161,282,2024-12-18,returned
162,423,2024-09-27,returned
163,387,2024-12-05,completed
164,270,2024-12-04,completed
165,40,2024-12-26,cancelled
166,463,2024-09-18,cancelled
167,77,2024-05-19,cancelled
168,227,2024-09-21,returned
169,299,2024-12-14,cancelled
170,229,2024-04-16,cancelled
171,213,2024-12-13,cancelled
172,237,2024-12-24,returned
173,12,2024-09-11,completed
174,382,2024-07-14,completed
175,217,2024-08-22,cancelled
176,31,2024-10-25,shipped
177,17,2024-11-30,completed
178,393,2024-11-27,returned
179,494,2024-08-19,shipped
180,230,2024-11-11,returned
181,494,2024-10-20,completed
182,335,2024-09-12,cancelled
183,202,2024-12-21,completed
184,428,2024-09-23,completed
185,238,2024-11-06,completed
186,127,2024-12-10,completed
187,97,2024-12-31,completed
188,17,2024-12-24,completed
189,124,2024-06-19,cancelled
190,18,2024-12-18,returned
191,447,2024-07-21,completed
192,206,2024-10-11,completed
193,387,2024-07-20,completed
194,120,2024-11-03,returned
195,420,2024-08-19,completed
196,339,2024-09-30,completed
197,141,2024-05-28,cancelled
198,451,2024-09-17,shipped
199,285,2024-12-09,completed
200,483,2024-10-11,completed
201,357,2024-08-17,completed
202,193,2024-08-29,shipped
203,124,2024-06-29,returned
204,74,2024-12-08,completed
205,288,2024-09-19,cancelled
206,272,2024-09-21,completed
207,105,2024-08-08,shipped
208,434,2024-08-22,returned
209,425,2024-10-13,shipped
210,345,2024-12-24,completed
211,97,2024-11-27,returned
212,344,2024-12-10,completed
213,446,2024-08-05,completed
214,109,2024-07-21,completed
215,383,2024-12-10,completed
216,357,2024-10-04,shipped
217,469,2024-08-15,completed
218,195,2024-11-30,completed
219,158,2024-11-22,shipped
220,239,2024-06-06,returned
221,241,2024-09-17,completed
222,161,2024-10-24,completed
223,380,2024-06-25,cancelled
224,479,2024-12-09,shipped
225,152,2024-07-25,completed
226,195,2024-12-13,shipped
227,282,2024-11-14,shipped
228,495,2024-12-26,shipped
229,236,2024-11-18,completed
230,87,2024-06-30,shipped
231,95,2024-12-28,returned
232,491,2024-04-27,completed
233,484,2024-11-22,completed
234,212,2024-06-10,completed
235,35,2024-12-31,completed
236,259,2024-09-17,cancelled
237,327,2024-12-01,shipped
238,338,2024-10-27,cancelled
239,283,2024-08-28,cancelled
240,370,2024-06-14,completed
241,9,2024-12-31,returned
242,221,2024-05-09,completed
243,269,2024-05-16,cancelled
244,270,2024-11-22,completed
245,408,2024-10-11,shipped
246,236,2024-12-14,returned
247,116,2024-10-23,completed
248,335,2024-04-03,shipped
249,194,2024-10-20,returned
250,5,2024-04-12,shipped
251,331,2024-11-18,completed
252,459,2024-12-17,completed
253,109,2024-11-27,shipped
254,139,2024-08-03,returned
255,474,2024-11-23,cancelled
256,337,2024-06-26,completed
257,9,2024-11-23,returned
258,421,2024-12-17,completed
259,84,2024-08-20,shipped
260,347,2024-12-15,shipped
261,387,2024-08-10,returned
262,371,2024-09-21,completed
263,28,2024-07-10,completed
264,175,2024-11-30,completed
265,16,2024-12-30,shipped
266,252,2024-08-07,shipped
267,222,2024-06-20,returned
268,195,2024-10-12,completed
269,409,2024-08-11,completed
270,138,2024-06-30,returned
271,79,2024-10-19,completed
272,47,2024-05-15,shipped
273,185,2024-11-10,completed
274,45,2024-08-09,cancelled
275,285,2024-12-14,completed
276,46,2024-09-18,cancelled
277,307,2024-11-14,completed
278,150,2024-10-01,completed
279,372,2024-12-13,completed
280,293,2024-10-25,shipped
281,87,2024-06-30,completed
282,253,2024-06-17,shipped
283,142,2024-08-22,completed
284,185,2024-07-03,returned
285,321,2024-11-18,completed
286,235,2024-05-31,completed
287,486,2024-08-11,cancelled
288,195,2024-11-13,shipped
289,418,2024-05-15,cancelled
290,486,2024-05-03,completed
291,494,2024-08-13,completed
292,377,2024-12-07,cancelled
293,401,2024-07-22,completed
294,419,2024-09-14,cancelled
295,103,2024-10-07,cancelled
296,14,2024-11-17,returned
297,108,2024-09-14,returned
298,36,2024-11-19,completed
299,325,2024-08-01,returned
300,79,2024-11-05,completed
301,230,2024-12-09,shipped
302,274,2024-12-21,returned
303,215,2024-09-07,completed
304,360,2024-10-05,completed
305,56,2024-12-12,returned
306,182,2024-12-02,completed
307,289,2024-11-08,shipped
308,496,2024-12-31,shipped
309,55,2024-10-18,completed
310,262,2024-12-02,cancelled
311,353,2024-11-26,completed
312,201,2024-09-07,cancelled
313,354,2024-09-10,completed
314,248,2024-07-21,completed
315,60,2024-10-21,completed
316,234,2024-05-29,completed
317,244,2024-09-10,returned
318,232,2024-10-14,completed
319,415,2024-06-13,completed
320,332,2024-08-25,completed
321,477,2024-12-31,cancelled
322,90,2024-11-07,cancelled
323,219,2024-10-04,shipped
324,323,2024-05-09,returned
325,222,2024-08-13,cancelled
326,453,2024-07-28,shipped
327,200,2024-03-08,completed
328,143,2024-12-22,completed
329,296,2024-06-12,cancelled
330,96,2024-10-26,shipped
331,59,2024-11-22,shipped
332,271,2024-12-28,cancelled
333,199,2024-12-29,completed
334,179,2024-11-04,cancelled
335,89,2024-08-19,cancelled
336,44,2024-12-26,completed
337,123,2024-12-03,completed
338,356,2024-11-17,shipped
339,306,2024-08-29,shipped
340,96,2024-11-26,returned
341,471,2024-06-16,shipped
342,148,2024-06-20,shipped
343,318,2024-06-11,completed
344,249,2024-10-25,shipped
345,494,2024-09-24,shipped
346,210,2024-12-20,returned
347,431,2024-11-03,completed
348,290,2024-06-11,completed
349,150,2024-03-20,cancelled
350,148,2024-07-05,cancelled
351,381,2024-11-09,completed
352,294,2024-04-14,cancelled
353,422,2024-08-16,completed
354,390,2024-11-14,completed
355,218,2024-07-04,returned
356,385,2024-07-17,completed
357,231,2024-11-27,completed
358,225,2024-08-07,completed
359,108,2024-12-18,returned
360,180,2024-12-03,completed
361,402,2024-06-04,completed
362,292,2024-08-08,cancelled
363,276,2024-11-26,returned
364,150,2024-07-30,cancelled
365,461,2024-11-05,completed
366,493,2024-09-12,completed
367,444,2024-10-24,completed
368,128,2024-11-22,completed
369,390,2024-12-15,shipped
370,73,2024-10-15,shipped
371,232,2024-09-13,completed
372,207,2024-09-30,returned
373,480,2024-09-05,shipped
374,168,2024-10-21,returned
375,48,2024-12-18,returned
376,341,2024-11-25,completed
377,408,2024-11-15,shipped
378,423,2024-09-26,completed
379,425,2024-10-25,cancelled
380,67,2024-11-15,completed
381,458,2024-10-16,completed
382,51,2024-11-13,completed
383,226,2024-06-09,completed
384,353,2024-08-04,completed
385,82,2024-05-27,completed
386,129,2024-05-05,returned
387,85,2024-04-20,completed
388,372,2024-10-23,shipped
389,336,2024-04-20,completed
390,110,2024-11-27,cancelled
391,116,2024-11-20,completed
392,5,2024-07-09,shipped
393,356,2024-11-16,completed
394,197,2024-05-14,completed
395,53,2024-06-18,completed
396,71,2024-12-09,completed
397,329,2024-10-27,cancelled
398,5,2024-11-23,shipped
399,180,2024-10-09,completed
400,471,2024-10-16,shipped
401,441,2024-09-23,completed
402,72,2024-08-27,shipped
403,180,2024-12-03,completed
404,127,2024-11-17,completed
405,284,2024-12-03,returned
406,14,2024-12-18,completed
407,106,2024-11-21,completed
408,383,2024-09-08,completed
409,402,2024-06-21,completed
410,124,2024-11-16,completed
411,271,2024-12-08,completed
412,479,2024-11-22,cancelled
413,216,2024-10-08,completed
414,391,2024-11-06,completed
415,9,2024-11-05,completed
416,21,2024-07-28,shipped
417,260,2024-07-29,cancelled
418,393,2024-09-30,shipped
419,43,2024-11-28,cancelled
420,79,2024-08-23,completed
421,262,2024-07-16,completed
422,275,2024-08-05,returned
423,391,2024-12-22,completed
424,159,2024-12-03,completed
425,30,2024-09-24,shipped
426,60,2024-11-30,completed
427,159,2024-09-27,returned
428,71,2024-10-23,completed
429,268,2024-10-14,returned
430,133,2024-05-20,returned
431,400,2024-11-06,completed
432,395,2024-06-10,shipped
433,140,2024-10-30,returned
434,500,2024-04-24,cancelled
435,185,2024-05-14,cancelled
436,86,2024-08-17,completed
437,458,2024-09-18,completed
438,117,2024-02-16,completed
439,24,2024-12-27,completed
440,92,2024-02-13,returned
441,380,2024-11-12,completed
442,214,2024-12-25,completed
443,423,2024-08-22,completed
444,258,2024-12-25,completed
445,115,2024-05-07,completed
446,450,2024-11-25,completed
447,168,2024-11-01,completed
448,189,2024-08-08,completed
449,379,2024-11-22,completed
450,303,2024-11-12,completed
451,376,2024-12-30,completed
452,78,2024-10-01,completed
453,120,2024-12-30,returned
454,450,2024-07-31,completed
455,389,2024-11-24,returned
456,158,2024-11-12,completed
457,215,2024-08-24,completed
458,365,2024-09-01,completed
459,460,2024-12-17,completed
460,235,2024-11-11,completed
461,259,2024-04-05,shipped
462,39,2024-12-25,shipped
463,340,2024-12-31,completed
464,134,2024-12-14,shipped
465,359,2024-12-08,completed
466,232,2024-10-08,completed
467,70,2024-12-16,completed
468,85,2024-11-10,shipped
469,62,2024-12-20,completed
470,232,2024-10-13,completed
471,47,2024-06-23,completed
472,424,2024-12-06,completed
473,76,2024-03-18,completed
474,203,2024-12-27,completed
475,134,2024-12-10,completed
476,488,2024-11-18,cancelled
477,384,2024-12-05,shipped
478,53,2024-03-21,completed
479,426,2024-12-22,completed
480,102,2024-09-29,returned
481,481,2024-10-22,cancelled
482,133,2024-04-03,completed
483,102,2024-10-21,completed
484,464,2024-11-27,shipped
485,26,2024-06-18,shipped
486,421,2024-12-17,shipped
487,350,2024-09-26,completed
488,466,2024-05-21,shipped
489,453,2024-07-16,cancelled
490,316,2024-07-02,shipped
491,211,2024-12-29,completed
492,197,2024-05-27,returned
493,453,2024-12-29,returned
494,411,2024-12-27,shipped
495,401,2024-09-19,shipped
496,177,2024-11-02,shipped
497,139,2024-09-07,cancelled
498,113,2024-10-13,completed
499,30,2024-11-21,cancelled
500,120,2024-09-23,returned
501,124,2024-07-20,returned
502,29,2024-11-08,completed
503,295,2024-12-09,completed
504,91,2024-06-01,returned
505,358,2024-09-13,completed
506,361,2024-11-22,cancelled
507,289,2024-07-02,completed
508,429,2024-09-24,completed
509,252,2024-06-19,completed
510,309,2024-10-10,shipped
511,1,2024-12-14,completed
512,413,2024-05-10,completed
513,471,2024-09-01,completed
514,301,2024-12-16,completed
515,434,2024-10-01,completed
516,192,2024-12-15,completed
517,173,2024-10-30,completed
518,375,2024-10-20,shipped
519,333,2024-10-09,cancelled
520,356,2024-12-17,completed
521,341,2024-11-11,shipped
522,158,2024-12-22,completed
523,91,2024-02-01,cancelled
524,201,2024-10-30,cancelled
525,163,2024-11-23,cancelled
526,54,2024-10-11,returned
527,40,2024-10-03,completed
528,86,2024-10-24,completed
529,421,2024-12-09,completed
530,108,2024-07-27,completed
531,132,2024-11-24,completed
532,25,2024-10-11,shipped
533,497,2024-05-04,shipped
534,452,2024-08-07,shipped
535,52,2024-09-02,cancelled
536,334,2024-09-11,completed
537,410,2024-03-04,completed
538,134,2024-12-27,completed
539,88,2024-11-28,completed
540,281,2024-06-19,cancelled
541,458,2024-08-26,shipped
542,483,2024-06-22,shipped
543,81,2024-03-18,completed
544,499,2024-08-15,cancelled
545,370,2024-10-28,completed
546,153,2024-11-09,shipped
547,293,2024-11-01,completed
548,28,2024-06-12,completed
549,422,2024-10-31,shipped
550,103,2024-09-15,completed
551,327,2024-10-14,shipped
552,433,2024-11-14,shipped
553,242,2024-11-29,completed
554,47,2024-10-25,completed
555,190,2024-08-14,shipped
556,23,2024-08-29,completed
557,116,2024-12-31,completed
558,78,2024-12-29,completed
559,343,2024-12-20,shipped
560,498,2024-12-12,completed
561,431,2024-10-27,shipped
562,495,2024-12-02,shipped
563,294,2024-06-15,completed
564,203,2024-11-27,cancelled
565,410,2024-12-04,cancelled
566,76,2024-04-02,shipped
567,89,2024-06-13,completed
568,65,2024-10-15,returned
569,223,2024-11-15,returned
570,76,2024-12-01,returned
571,469,2024-07-02,cancelled
572,204,2024-09-16,cancelled
573,235,2024-12-24,returned
574,320,2024-10-01,shipped
575,58,2024-11-30,cancelled
576,302,2024-05-13,cancelled
577,400,2024-10-15,cancelled
578,451,2024-10-31,completed
579,197,2024-10-06,cancelled
580,243,2024-09-04,shipped
581,74,2024-11-14,returned
582,206,2024-06-30,completed
583,354,2024-07-04,shipped
584,472,2024-06-11,completed
585,173,2024-10-30,shipped
586,440,2024-09-02,completed
587,69,2024-08-06,shipped
588,397,2024-08-25,shipped
589,310,2024-05-29,completed
590,468,2024-10-15,cancelled
591,445,2024-10-16,cancelled
592,406,2024-08-13,returned
593,260,2024-09-27,cancelled
594,451,2024-12-27,completed
595,449,2024-11-08,completed
596,17,2024-12-11,completed
597,361,2024-07-16,shipped
598,259,2024-08-18,completed
599,349,2024-03-06,shipped
600,305,2024-10-02,shipped
601,301,2024-11-07,completed
602,429,2024-05-27,returned
603,47,2024-07-25,completed
604,84,2024-08-06,returned
605,116,2024-12-10,returned
606,210,2024-11-06,returned
607,5,2024-09-14,returned
608,89,2024-03-24,cancelled
609,413,2024-08-08,returned
610,330,2024-10-30,shipped
611,437,2024-10-29,completed
612,239,2024-07-28,cancelled
613,204,2024-05-25,returned
614,495,2024-11-11,cancelled
615,312,2024-10-11,completed
616,247,2024-07-23,completed
617,328,2024-11-12,completed
618,336,2024-08-04,cancelled
619,392,2024-09-28,cancelled
620,207,2024-11-07,completed
621,370,2024-02-08,completed
622,133,2024-09-26,returned
623,19,2024-11-17,cancelled
624,418,2024-06-12,returned
625,114,2024-12-18,shipped
626,465,2024-09-12,completed
627,431,2024-12-01,completed
628,151,2024-09-28,returned
629,133,2024-12-07,completed
630,485,2024-12-21,returned
631,46,2024-07-12,returned
632,447,2024-09-25,completed
633,191,2024-09-22,shipped
634,436,2024-11-08,returned
635,299,2024-08-29,completed
636,257,2024-06-01,shipped
637,272,2024-11-02,completed
638,71,2024-11-16,cancelled
639,458,2024-12-13,completed
640,162,2024-12-20,completed
641,250,2024-11-13,completed
642,161,2024-03-18,completed
643,390,2024-11-28,completed
644,251,2024-11-15,completed
645,67,2024-12-10,shipped
646,207,2024-09-08,shipped
647,3,2024-03-12,returned
648,192,2024-01-18,cancelled
649,98,2024-11-14,returned
650,376,2024-12-11,completed
651,160,2024-10-04,cancelled
652,302,2024-08-26,completed
653,153,2024-11-16,cancelled
654,306,2024-12-06,returned
655,69,2024-08-17,shipped
656,184,2024-09-30,shipped
657,10,2024-07-16,completed
658,109,2024-12-07,cancelled
659,87,2024-06-26,returned
660,406,2024-07-13,returned
661,131,2024-11-02,cancelled
662,25,2024-05-22,completed
663,25,2024-05-26,shipped
664,64,2024-11-08,returned
665,79,2024-07-17,returned
666,5,2024-06-18,completed
667,340,2024-12-17,cancelled
668,359,2024-06-14,completed
669,262,2024-11-25,completed
670,59,2024-12-26,completed
671,312,2024-09-30,cancelled
672,499,2024-08-18,shipped
673,152,2024-07-27,shipped
674,467,2024-09-02,shipped
675,170,2024-03-13,completed
676,428,2024-12-05,completed
677,487,2024-03-26,completed
678,371,2024-12-12,completed
679,330,2024-10-19,completed
680,136,2024-08-20,completed
681,448,2024-02-20,completed
682,411,2024-12-13,completed
683,49,2024-12-12,completed
684,437,2024-10-02,completed
685,169,2024-10-14,cancelled
686,138,2024-11-25,completed
687,94,2024-04-09,shipped
688,140,2024-09-24,shipped
689,410,2024-09-18,completed
690,58,2024-10-24,completed
691,483,2024-06-19,cancelled
692,248,2024-11-17,completed
693,313,2024-12-01,cancelled
694,15,2024-09-25,shipped
695,58,2024-11-29,completed
696,134,2024-11-19,returned
697,445,2024-11-24,returned
698,296,2024-11-18,returned
699,448,2024-07-22,returned
700,359,2024-10-15,returned
701,373,2024-06-24,returned
702,347,2024-10-11,cancelled
703,457,2024-03-26,completed
704,259,2024-09-24,completed
705,39,2024-11-03,completed
706,497,2024-06-30,completed
707,282,2024-11-24,completed
708,41,2024-11-08,cancelled
709,230,2024-10-05,shipped
710,162,2024-10-05,returned
711,335,2024-03-27,shipped
712,19,2024-11-04,completed
713,406,2024-12-05,returned
714,156,2024-12-11,returned
715,344,2024-11-27,completed
716,423,2024-08-16,shipped
717,170,2024-12-27,cancelled
718,243,2024-11-30,returned
719,232,2024-09-18,returned
720,114,2024-11-05,returned
721,494,2024-11-24,cancelled
722,192,2024-03-05,completed
723,253,2024-06-14,returned
724,370,2024-08-22,cancelled
725,101,2024-07-27,shipped
726,111,2024-09-27,completed
727,367,2024-09-26,shipped
728,24,2024-12-04,shipped
729,235,2024-10-19,cancelled
730,69,2024-05-20,cancelled
731,479,2024-11-29,shipped
732,474,2024-12-08,completed
733,355,2024-06-29,completed
734,54,2024-09-13,cancelled
735,452,2024-07-09,shipped
736,215,2024-12-27,returned
737,391,2024-09-10,completed
738,497,2024-07-08,completed
739,71,2024-12-13,returned
740,263,2024-09-07,cancelled
741,441,2024-10-18,cancelled
742,324,2024-08-17,cancelled
743,366,2024-07-21,returned
744,68,2024-12-16,completed
745,258,2024-12-08,completed
746,364,2024-06-06,cancelled
747,246,2024-09-30,returned
748,364,2024-08-22,cancelled
749,147,2024-11-27,cancelled
750,55,2024-10-20,completed
751,344,2024-10-07,completed
752,147,2024-10-14,completed
753,354,2024-11-21,cancelled
754,17,2024-12-04,completed
755,316,2024-12-11,returned
756,332,2024-12-19,cancelled
757,402,2024-07-16,completed
758,475,2024-11-01,returned
759,161,2024-04-23,completed
760,104,2024-11-17,shipped
761,425,2024-10-17,returned
762,364,2024-10-20,cancelled
763,280,2024-11-30,returned
764,494,2024-06-22,completed
765,350,2024-03-30,completed
766,377,2024-10-07,completed
767,220,2024-10-01,completed
768,83,2024-08-03,shipped
769,364,2024-06-16,completed
770,306,2024-08-07,returned
771,316,2024-07-31,cancelled
772,282,2024-11-19,returned
773,163,2024-11-01,completed
774,267,2024-03-02,completed
775,213,2024-12-18,completed
776,179,2024-10-01,returned
777,170,2024-09-01,completed
778,487,2024-12-21,cancelled
779,422,2024-11-23,completed
780,59,2024-12-18,completed
781,464,2024-11-16,returned
782,454,2024-10-27,completed
783,198,2024-05-25,completed
784,13,2024-11-11,completed
785,264,2024-11-30,shipped
786,23,2024-09-15,completed
787,165,2024-12-04,completed
788,86,2024-11-28,completed
789,321,2024-07-31,returned
790,397,2024-07-28,shipped
791,428,2024-10-06,returned
792,450,2024-11-17,completed
793,383,2024-11-22,shipped
794,368,2024-08-23,completed
795,28,2024-07-30,cancelled
796,37,2024-11-28,completed
797,209,2024-07-26,shipped
798,222,2024-07-23,returned
799,61,2024-04-15,cancelled
800,33,2024-11-27,completed
801,184,2024-12-19,returned
802,155,2024-12-19,shipped
803,196,2024-11-29,completed
804,243,2024-09-20,completed
805,383,2024-09-08,cancelled
806,152,2024-11-25,returned
807,455,2024-12-29,returned
808,332,2024-11-01,completed
809,284,2024-11-15,completed
810,294,2024-12-17,cancelled
811,485,2024-07-21,returned
812,380,2024-10-05,returned
813,436,2024-12-03,completed
814,114,2024-12-14,completed
815,59,2024-11-17,cancelled
816,437,2024-09-21,cancelled
817,237,2024-12-10,completed
818,344,2024-10-08,completed
819,372,2024-09-22,completed
820,183,2024-09-21,completed
821,52,2024-05-25,completed
822,163,2024-10-22,cancelled
823,338,2024-07-26,completed
824,290,2024-10-27,completed
825,491,2024-11-02,completed
826,127,2024-11-10,returned
827,224,2024-06-11,completed
828,348,2024-10-30,shipped
829,237,2024-08-30,completed
830,250,2024-09-16,cancelled
831,42,2024-11-01,completed
832,457,2024-11-29,returned
833,454,2024-12-05,completed
834,457,2024-03-08,returned
835,16,2024-12-03,cancelled
836,109,2024-06-12,cancelled
837,458,2024-09-10,completed
838,188,2024-11-05,cancelled
839,376,2024-12-14,cancelled
840,262,2024-06-17,cancelled
841,6,2024-12-08,cancelled
842,351,2024-07-14,completed
843,229,2024-06-08,cancelled
844,338,2024-05-05,shipped
845,481,2024-08-09,shipped
846,119,2024-11-26,completed
847,22,2024-12-23,completed
848,199,2024-11-23,completed
849,21,2024-12-26,returned
850,496,2024-11-02,completed
851,428,2024-12-26,cancelled
852,292,2024-05-10,shipped
853,188,2024-05-28,shipped
854,499,2024-08-24,completed
855,419,2024-08-20,shipped
856,455,2024-11-19,completed
857,226,2024-08-04,cancelled
858,330,2024-10-31,completed
859,81,2024-08-23,completed
860,339,2024-05-04,completed
861,369,2024-08-19,shipped
862,246,2024-06-26,returned
863,427,2024-08-20,completed
864,66,2024-10-23,completed
865,323,2024-10-24,cancelled
866,76,2024-02-29,completed
867,265,2024-09-22,cancelled
868,327,2024-09-09,returned
869,339,2024-06-01,completed
870,230,2024-12-10,shipped
871,88,2024-11-08,cancelled
872,74,2024-12-06,completed
873,320,2024-10-19,completed
874,371,2024-12-07,shipped
875,306,2024-12-23,shipped
876,198,2024-03-22,completed
877,268,2024-10-11,completed
878,311,2024-06-20,cancelled
879,308,2024-04-25,cancelled
880,258,2024-10-15,returned
881,67,2024-12-04,completed
882,460,2024-12-06,completed
883,448,2024-02-22,shipped
884,118,2024-09-25,shipped
885,180,2024-09-10,completed
886,245,2024-12-12,completed
887,146,2024-11-02,completed
888,364,2024-11-14,cancelled
889,268,2024-07-04,shipped
890,336,2024-06-18,completed
891,210,2024-09-28,shipped
892,334,2024-12-12,cancelled
893,217,2024-12-13,completed
894,349,2024-09-10,shipped
895,283,2024-12-01,completed
896,190,2024-11-13,completed
897,158,2024-12-12,returned
898,204,2024-06-12,returned
899,61,2024-08-07,returned
900,487,2024-05-01,cancelled
901,206,2024-09-15,cancelled
902,357,2024-10-25,completed
903,200,2024-03-08,completed
904,242,2024-12-27,completed
905,135,2024-08-23,cancelled
906,20,2024-08-24,shipped
907,315,2024-12-31,returned
908,494,2024-10-03,completed
909,328,2024-12-04,completed
910,436,2024-12-13,cancelled
911,147,2024-09-29,cancelled
912,262,2024-10-04,cancelled
913,87,2024-11-14,completed
914,336,2024-03-05,completed
915,142,2024-08-11,shipped
916,208,2024-10-06,completed
917,378,2024-04-12,cancelled
918,146,2024-10-02,completed
919,116,2024-12-01,shipped
920,477,2024-11-24,completed
921,90,2024-08-25,cancelled
922,38,2024-11-20,completed
923,412,2024-10-14,cancelled
924,417,2024-10-22,shipped
925,495,2024-11-12,completed
926,388,2024-06-29,shipped
927,349,2024-10-12,completed
928,247,2024-08-05,shipped
929,325,2024-12-03,returned
930,360,2024-05-01,shipped
931,490,2024-10-24,completed
932,359,2024-12-09,completed
933,48,2024-11-06,completed
934,39,2024-12-05,shipped
935,161,2024-09-24,cancelled
936,138,2024-07-07,returned
937,477,2024-12-27,returned
938,103,2024-10-21,completed
939,106,2024-10-15,completed
940,429,2024-11-27,completed
941,62,2024-12-03,returned
942,253,2024-04-07,cancelled
943,491,2024-04-18,completed
944,318,2024-08-17,cancelled
945,445,2024-10-04,cancelled
946,144,2024-11-20,cancelled
947,66,2024-01-31,shipped
948,245,2024-10-15,completed
949,202,2024-11-06,completed
950,358,2024-12-04,returned
951,5,2024-01-22,shipped
952,298,2024-06-16,cancelled
953,442,2024-09-27,completed
954,122,2024-08-01,cancelled
955,176,2024-11-13,shipped
956,108,2024-09-09,completed
957,187,2024-12-02,shipped
958,93,2024-12-10,cancelled
959,352,2024-08-12,returned
960,139,2024-09-21,shipped
